"head","rel","tail","time","subject"
"study participants","involve","interview","2020","Geoscience_Info-science"
"Investigar","os","desafios","2020","Geoscience_Info-science"
"data","support","policies","2020","Geoscience_Info-science"
"Bangladesh","apply","Neighbor","2020","Geoscience_Info-science"
"reliable information","generate","charts","2020","Geoscience_Info-science"
"lockdown","affect","territory","2020","Geoscience_Info-science"
"documentary","use","purpose","2020","Geoscience_Info-science"
"device","use","Node","2020","Geoscience_Info-science"
"tourism","relate","geological processes","2020","Geoscience_Info-science"
"analysis","find out","respondents","2020","Geoscience_Info-science"
"data","collect","public websites","2020","Geoscience_Info-science"
"evaluation","give","picture","2020","Geoscience_Info-science"
"En el mundo","es","una realidad","2020","Geoscience_Info-science"
"open data","contribute","concept","2020","Geoscience_Info-science"
"spatial features","pose","difficulty","2020","Geoscience_Info-science"
"structured interviews","continue","saturation","2020","Geoscience_Info-science"
"research","relate","temporal dimensions","2020","Geoscience_Info-science"
"research","obtain","direct observation","2020","Geoscience_Info-science"
"respondents","meet","criteria","2020","Geoscience_Info-science"
"periodo","cinco","regionais","2020","Geoscience_Info-science"
"datasets","show","reduction","2020","Geoscience_Info-science"
"results","salemink","systematic review","2020","Geoscience_Info-science"
"pollution","cause","manual operation","2020","Geoscience_Info-science"
"Lasso","perform better","period","2020","Geoscience_Info-science"
"survey","oversampling","probabilities","2020","Geoscience_Info-science"
"pandemic","result","aircraft","2020","Geoscience_Info-science"
"aggregated data","obtain","survey responses","2020","Geoscience_Info-science"
"Conclusions","produce","results","2020","Geoscience_Info-science"
"organic waste","become","products","2020","Geoscience_Info-science"
"interviews","employ","cross","2020","Geoscience_Info-science"
"perception","stay","city","2020","Geoscience_Info-science"
"nature","relate","outcome","2020","Geoscience_Info-science"
"tecnicas de","e","Sentimentos","2020","Geoscience_Info-science"
"streamline","use","Smart city","2020","Geoscience_Info-science"
"advantages","include","carbon footprint","2020","Geoscience_Info-science"
"systems","improve","pattern recognition","2020","Geoscience_Info-science"
"FUDAN","apply","prediction","2020","Geoscience_Info-science"
"Experiment results","illustrate","decision tree","2020","Geoscience_Info-science"
"research","carry out","Campina","2020","Geoscience_Info-science"
"Methods","use","data collection","2020","Geoscience_Info-science"
"interviews","use","collect data","2020","Geoscience_Info-science"
"main street","characterise","traffic flows","2020","Geoscience_Info-science"
"data","pertain","local area","2020","Geoscience_Info-science"
"multivariate","improve","forecast skill","2020","Geoscience_Info-science"
"results","produce","true positive rates","2020","Maths_Sociology"
"Models","develop","authors","2020","Maths_Sociology"
"critical conditions","trigger","epidemic outbreaks","2020","Maths_Sociology"
"proposed approach","develop","Likelihood","2020","Maths_Sociology"
"variables","read","newspaper","2020","Maths_Sociology"
"number","detect","Wuhan city","2020","Maths_Sociology"
"population","impact down","local cases","2020","Maths_Sociology"
"Panel data","cover","partnerships","2020","Maths_Sociology"
"Epidemiological models","form","basis","2020","Maths_Sociology"
"deceleration","select","naturalistic driving data","2020","Maths_Sociology"
"regression model","use","estimation","2020","Maths_Sociology"
"validity","verify","cases","2020","Maths_Sociology"
"METHODS","pool","population","2020","Maths_Sociology"
"Canvas","be model of","Bisnis","2020","Maths_Sociology"
"sampling technique","use","population","2020","Maths_Sociology"
"machine","algorithm know","Support Vector Machine","2020","Maths_Sociology"
"travelers","behave","risk","2020","Maths_Sociology"
"unobserved variables","confound","actions","2020","Maths_Sociology"
"indices","do","analyses","2020","Maths_Sociology"
"number","give","they","2020","Maths_Sociology"
"software package","use","multiple regression","2020","Maths_Sociology"
"individuals","use","epidemic trend","2020","Maths_Sociology"
"Cubic Polynomial","square","method","2020","Maths_Sociology"
"socially optimal","choose","planner","2020","Maths_Sociology"
"Engel","defend","une approche","2020","Maths_Sociology"
"research methodology","use","approach","2020","Maths_Sociology"
"data","produce","official sources","2020","Maths_Sociology"
"extrapolation","yield","pandemic","2020","Maths_Sociology"
"Greenhouse gases","never be give","place","2020","Maths_Sociology"
"predicted values","fall","zone","2020","Maths_Sociology"
"estimation techniques","give","countries","2020","Maths_Sociology"
"Ces donnees","ont","analysees","2020","Maths_Sociology"
"applications","illustrate","proposed model","2020","Maths_Sociology"
"outbreak","spread","China","2020","Maths_Sociology"
"factors","trigger","literature","2020","Maths_Sociology"
"casualties","exist","literature","2020","Maths_Sociology"
"linear equation","use","formulate","2020","Maths_Sociology"
"variables","de","influencia","2020","Maths_Sociology"
"analysis","conduct use","ordinary least squares","2020","Maths_Sociology"
"study","use","case studies","2020","Maths_Sociology"
"econometric analysis","conduct","counties","2020","Maths_Sociology"
"previous epidemics","well describe","existing models","2020","Maths_Sociology"
"technical literature","express","concerns","2020","Maths_Sociology"
"OECD countries","give","support","2020","Maths_Sociology"
"euro","experience","growth","2020","Maths_Sociology"
"preferences","participate","voting procedure","2020","Maths_Sociology"
"observation","collect in","Shanghai","2020","Maths_Sociology"
"trends","base","estimation methods","2020","Maths_Sociology"
"variables","correlate directly","transit ridership","2020","Maths_Sociology"
"study","utilize","Survey","2020","Maths_Sociology"
"government","increase","likelihood","2020","Maths_Sociology"
"COVID","base","Ethiopia","2020","Maths_Sociology"
"statistical analysis","perform","differences","2020","Maths_Sociology"
"outbreak in Wuhan","end","early April","2020","Maths_Sociology"
"dynamics","spread","coming months","2020","Maths_Sociology"
"containment measures","result","increase","2020","Maths_Sociology"
"una encuesta","las","variables sociodemograficas","2020","Maths_Sociology"
"factors","explain","Sierra Leone","2020","Maths_Sociology"
"lower rate","not be impute","herd immunity","2020","Maths_Sociology"
"variables","come","pass","2020","Maths_Sociology"
"Methods","forecast in","regions","2020","Maths_Sociology"
"sociological research","help","locate","2020","Maths_Sociology"
"Sensitivity","conduct","heterogeneity","2020","Maths_Sociology"
"researchers","gather","travel times","2020","Maths_Sociology"
"Previous studies","use","epidemiological models","2020","Maths_Sociology"
"utilizado para","relacionados","saude","2020","Maths_Sociology"
"calculation","relate","COVID","2020","Maths_Sociology"
"Logistic regression analysis","carry out","parameters","2020","Maths_Sociology"
"traffic congestion","use","factors","2020","Maths_Sociology"
"analyses","perform","Joinpoint Regression","2020","Maths_Sociology"
"India","observe","partial lockdown","2020","Maths_Sociology"
"lockdown","implement","France","2020","Maths_Sociology"
"population","infect","COVID","2020","Maths_Sociology"
"paper","use","analytical models","2020","Maths_Sociology"
"Exponential Growth Model","use","epidemic curve","2020","Maths_Sociology"
"proposed model","test with","valid responses","2020","Maths_Sociology"
"cases","build","series","2020","Maths_Sociology"
"Paris Agreement","invite","countries","2020","Maths_Sociology"
"study","use","deterrence","2020","Maths_Sociology"
"people","infect","Wuhan","2020","Maths_Sociology"
"methodologies","inform","reforms","2020","Maths_Sociology"
"policy makers","execute program towards enhance","losses","2020","Maths_Sociology"
"study","use","return","2020","Maths_Sociology"
"present","estimate","raw data","2020","Maths_Sociology"
"research","use","regression analysis","2020","Maths_Sociology"
"differential","have","lockdowns","2020","Maths_Sociology"
"selection method","propose","paper","2020","Maths_Sociology"
"proposed model","consider","multiple factors","2020","Maths_Sociology"
"Empirical results","demonstrate","inadequacy","2020","Maths_Sociology"
"judgments","use","linear regression","2020","Maths_Sociology"
"dimensions","show","negative trend","2020","Maths_Sociology"
"tools","use","implementation","2020","Maths_Sociology"
"curve","have","effect","2020","Maths_Sociology"
"epidemics","develop independently","regions","2020","Maths_Sociology"
"systems","employ","heuristics","2020","Maths_Sociology"
"start date","provide","regions","2020","Maths_Sociology"
"performance","consider","international cooperation","2020","Maths_Sociology"
"network model","account","political decisions","2020","Maths_Sociology"
"Vector Autoregression","build","order","2020","Maths_Sociology"
"intervention","increase","per capita","2020","Maths_Sociology"
"adaptation","explicitly recognize","injustice","2020","Maths_Sociology"
"output","give","results","2020","Maths_Sociology"
"seguir","especialmente","en el ambito de la","2020","Maths_Sociology"
"model","apply","Sri Lankan","2020","Maths_Sociology"
"study","conduct","panel data","2020","Maths_Sociology"
"present","extend","previous research","2020","Maths_Sociology"
"unobserved variables","correlate","smoking cessation","2020","Maths_Sociology"
"cycle","drive","trend","2020","Maths_Sociology"
"models","parameterise","epidemic parameters","2020","Maths_Sociology"
"families","migrate","distant","2020","Maths_Sociology"
"population","contain","information","2020","Maths_Sociology"
"metrics","differ","outbreak","2020","Maths_Sociology"
"United States","onset of","pandemic","2020","Maths_Sociology"
"paper","use","Logistic model","2020","Maths_Sociology"
"discussion","provide","scheme","2020","Maths_Sociology"
"data","not allow","conclusion","2020","Maths_Sociology"
"social distancing measures","loosen up","Balochistan","2020","Maths_Sociology"
"modelisation","ces","evenements","2020","Maths_Sociology"
"field surveys","conduct","villages","2020","Maths_Sociology"
"approach","base","life tables","2020","Maths_Sociology"
"parameters","base","mathematical model","2020","Maths_Sociology"
"Forecasts","predict","cases","2020","Maths_Sociology"
"para","efectos","variables","2020","Maths_Sociology"
"natural language","call","sentiment analysis","2020","Maths_Sociology"
"models","adjust","financial burden","2020","Maths_Sociology"
"population","use","Likelihood","2020","Maths_Sociology"
"status","have","performance","2020","Maths_Sociology"
"analysis","include","parts","2020","Maths_Sociology"
"physical models","use","health indices","2020","Maths_Sociology"
"la produccion","productividad","cientifica","2020","Maths_Sociology"
"objective","initialize","population","2020","Maths_Sociology"
"predictions","base","current situation","2020","Maths_Sociology"
"stress","cop","processes","2020","Maths_Sociology"
"empirical data","obtain","subject","2020","Maths_Sociology"
"indicators","use","weighted geometric","2020","Maths_Sociology"
"biases","correlate","participants","2020","Maths_Sociology"
"average absolute percentage error","validate","model","2020","Maths_Sociology"
"studies","employ","research","2020","Maths_Sociology"
"complexity","face","manipulate","2020","Maths_Sociology"
"biases","exist","data","2020","Maths_Sociology"
"cases","consider","estimators","2020","Maths_Sociology"
"taxi trajectory data","collect","quarter","2020","Maths_Sociology"
"multivariate logistic regression","apply","identification","2020","Maths_Sociology"
"scenarios","compare","number","2020","Maths_Sociology"
"technologies","set","boundaries","2020","Maths_Sociology"
"model","predict","active cases","2020","Maths_Sociology"
"paper","address","questions","2020","Maths_Sociology"
"Hubei Province","become","persistent","2020","Maths_Sociology"
"Tribunal","not conform","deterrence","2020","Maths_Sociology"
"latter","take","into account","2020","Maths_Sociology"
"model","incorporate","superior forecasting performance","2020","Maths_Sociology"
"disease","spread","dynamics","2020","Maths_Sociology"
"study","employ","approach","2020","Maths_Sociology"
"current events","draw","quantitative data","2020","Maths_Sociology"
"lockdown","go","simple models","2020","Maths_Sociology"
"panel data","set","period","2020","Maths_Sociology"
"relocation","implement","time","2020","Maths_Sociology"
"para","discutirlos","inmediata","2020","Maths_Sociology"
"gradient","appear","earlier stage","2020","Maths_Sociology"
"sorts","not favor","individuation","2020","Maths_Sociology"
"Methods","use","multilevel","2020","Maths_Sociology"
"Models","define","numbers","2020","Maths_Sociology"
"model","use","predict","2020","Maths_Sociology"
"indices","propose","analysis","2020","Maths_Sociology"
"results","emphasise maintain","transmission rates","2020","Maths_Sociology"
"model","identify","meaningful","2020","Maths_Sociology"
"cases","illustrate","distinct","2020","Maths_Sociology"
"study","combine","analysis","2020","Maths_Sociology"
"data","obtain","questionnaires","2020","Maths_Sociology"
"sample","base","arrivals","2020","Maths_Sociology"
"models","account","generations","2020","Maths_Sociology"
"uncertainty","base","Bayesian posterior","2020","Maths_Sociology"
"spending","calculate","data envelopment analysis","2020","Maths_Sociology"
"data","express with","confidence intervals","2020","Maths_Sociology"
"calculations","use","simple regression","2020","Maths_Sociology"
"authors","derive","deviation","2020","Maths_Sociology"
"ties","occur","voting process","2020","Maths_Sociology"
"population","conduct","period","2020","Maths_Sociology"
"Hierarchical regression","use","longitudinal data","2020","Maths_Sociology"
"phenomenon","describe","compartmental","2020","Maths_Sociology"
"scenario","focus","alternatives","2020","Maths_Sociology"
"Results","show","violence","2020","Maths_Sociology"
"regression models","use","estimate","2020","Maths_Sociology"
"study","use","sampling technique","2020","Maths_Sociology"
"landscape","attribute generate","predation","2020","Maths_Sociology"
"belonging","determine","diversification","2020","Maths_Sociology"
"model","apply","cases","2020","Maths_Sociology"
"testing rates","use","per capita","2020","Maths_Sociology"
"tobit","test","method","2020","Maths_Sociology"
"control policies","implement","intensity","2020","Maths_Sociology"
"evolutionary game","spread","dynamics","2020","Maths_Sociology"
"regression","not allow draw","conclusions","2020","Maths_Sociology"
"older adults","live","Concentration","2020","Maths_Sociology"
"population","select","simple random sampling technique","2020","Maths_Sociology"
"Commerce","allow","descriptive analysis","2020","Maths_Sociology"
"researcher","employ","multiple regression analysis","2020","Maths_Sociology"
"Thematic content analysis","use","qualitative data","2020","Maths_Sociology"
"electricity consumption","take","control","2020","Maths_Sociology"
"Abstract","describe","dynamics","2020","Maths_Sociology"
"policymakers","account","sample heterogeneity","2020","Maths_Sociology"
"qualitative","apply","case studies","2020","Maths_Sociology"
"Latin America","use","measurement instruments","2020","Maths_Sociology"
"chronologies","aid","investigators","2020","Maths_Sociology"
"study","adopt","quantitative methodology","2020","Maths_Sociology"
"populations","sample","sampling method","2020","Maths_Sociology"
"Mendeskripsikan","produk","informasi","2020","Maths_Sociology"
"topic","use","subjective","2020","Maths_Sociology"
"countries","group","categories","2020","Maths_Sociology"
"factors","pertain","data","2020","Maths_Sociology"
"logistic regression model","use","determine","2020","Maths_Sociology"
"consumer","reduce","electricity bill","2020","Maths_Sociology"
"hypothesis","reject","Shanghai","2020","Maths_Sociology"
"tendencies","show","they","2020","Maths_Sociology"
"significant differences","observe","variables","2020","Maths_Sociology"
"metapopulation","use","epidemic dynamics","2020","Maths_Sociology"
"binary logit model","utilize","distance","2020","Maths_Sociology"
"UK universities","use","analysis","2020","Maths_Sociology"
"model","simulate","stochastic processes","2020","Maths_Sociology"
"effect","impede","assessment","2020","Maths_Sociology"
"COVID","grow","hyper","2020","Maths_Sociology"
"factors","outperform","factors","2020","Maths_Sociology"
"Victoria","reach","community transmission","2020","Maths_Sociology"
"Energy","assist","decision makers","2020","Maths_Sociology"
"they","rank","year","2020","Maths_Sociology"
"human population","inhabit","region","2020","Maths_Sociology"
"estimates","agree","empirical data","2020","Maths_Sociology"
"theoretical model","concern","population","2020","Maths_Sociology"
"regression analysis","use","analyze","2020","Maths_Sociology"
"studies","apply","approach","2020","Maths_Sociology"
"population","grow","century","2020","Maths_Sociology"
"measures","take","government","2020","Maths_Sociology"
"model","show","forecasting","2020","Maths_Sociology"
"policies","adopt","Chicago","2020","Maths_Sociology"
"Logistic Regression","use","investigate","2020","Maths_Sociology"
"crisis","characterize ultimately subside","volatilities","2020","Maths_Sociology"
"spatial panel","use","data","2020","Maths_Sociology"
"variables","base","dynamic panel","2020","Maths_Sociology"
"communities","make","control policies","2020","Maths_Sociology"
"Data","analyze during","december 2018","2020","Maths_Sociology"
"prediction","help","policymakers","2020","Maths_Sociology"
"magnitude","overestimate","official statistics","2020","Maths_Sociology"
"they","incorporate","behaviours","2020","Maths_Sociology"
"paper","add","collective","2020","Maths_Sociology"
"COVID","change","spending patterns","2020","Maths_Sociology"
"global pandemic","employ","wavelet analysis","2020","Maths_Sociology"
"empirical study","evaluate","risk aversion","2020","Maths_Sociology"
"variables","have","statistically insignificant","2020","Maths_Sociology"
"data","have","predict","2020","Maths_Sociology"
"incidents","predict","advance","2020","Maths_Sociology"
"case study","classify","scenarios","2020","Maths_Sociology"
"epidemic models","characterize","basic reproduction numbers","2020","Maths_Sociology"
"implications","necessitate","travel demand","2020","Maths_Sociology"
"effects","have","roadway","2020","Maths_Sociology"
"factor","relate","categorization","2020","Maths_Sociology"
"analysis","daily monitor","January","2020","Maths_Sociology"
"simulation model","keep","factors","2020","Maths_Sociology"
"epidemiological characteristics","associate","SARS","2020","Maths_Sociology"
"China","obtain success by ascribe","control strategies","2020","Maths_Sociology"
"federal government","not impose","containment policies","2020","Maths_Sociology"
"number","investigate","China","2020","Maths_Sociology"
"containment measures","implement","China","2020","Maths_Sociology"
"SEIR model","base","indicators","2020","Maths_Sociology"
"municipality","have","protective measures","2020","Maths_Sociology"
"strategy","consider","pandemic","2020","Maths_Sociology"
"Data","process","Statistical Package","2020","Maths_Sociology"
"statistical analyses","highlight","Italy","2020","Maths_Sociology"
"sequences","represent","fraction","2020","Maths_Sociology"
"parameter estimation","well reflect","prevention","2020","Maths_Sociology"
"confirmed cases","diagnose","China","2020","Maths_Sociology"
"weeks","construct","thematic maps","2020","Maths_Sociology"
"outbreak","call","renewed attention","2020","Maths_Sociology"
"epidemics","last","year","2020","Maths_Sociology"
"measures","adopt","countries","2020","Maths_Sociology"
"incoming data","allow","key variables","2020","Maths_Sociology"
"containment measures","adopt","government","2020","Maths_Sociology"
"disease","spread","model","2020","Maths_Sociology"
"China","exponentially decay","Hubei Province","2020","Maths_Sociology"
"deterministic models","extend","influences","2020","Maths_Sociology"
"reduction","affect differently","airlines","2020","Maths_Sociology"
"respondents","ask","situation","2020","Maths_Sociology"
"containment policies","determine","epidemic growth","2020","Maths_Sociology"
"index case","travel","Wuhan","2020","Maths_Sociology"
"contribution","consist","predictive models","2020","Maths_Sociology"
"incidence","occur","January","2020","Maths_Sociology"
"experts","adjust","policy recommendations","2020","Maths_Sociology"
"Hubei Province","officially announce","authority","2020","Maths_Sociology"
"others","discuss","paper","2020","Maths_Sociology"
"reproductive number","calculate","SEIRD model","2020","Maths_Sociology"
"data","show","Hubei Province","2020","Maths_Sociology"
"method","use","positive cases","2020","Maths_Sociology"
"incidence","predict","COVID","2020","Maths_Sociology"
"mechanisms","not capture","epidemiological models","2020","Maths_Sociology"
"model","explain","exponents","2020","Maths_Sociology"
"epidemic dynamics","best track","stages","2020","Maths_Sociology"
"samples","not influence","demographics","2020","Maths_Sociology"
"SEIR model","perform","empirical analysis","2020","Maths_Sociology"
"Population migration","combine","data","2020","Maths_Sociology"
"parameters","characterize","peak","2020","Maths_Sociology"
"reported cases","increase","worldwide","2020","Maths_Sociology"
"process","correspond","meaningful","2020","Maths_Sociology"
"fatality curves","attribute","Covid","2020","Maths_Sociology"
"Belem","reach","saturation","2020","Maths_Sociology"
"prediction","point","infection","2020","Maths_Sociology"
"factors","use","multiple linear regression","2020","Maths_Sociology"
"pandemic","spread","threshold","2020","Maths_Sociology"
"pandemic","spread","containment policy","2020","Maths_Sociology"
"secondary cases","contract","imported cases","2020","Maths_Sociology"
"methods","implement","trend analysis","2020","Maths_Sociology"
"outbreak","emerge","time","2020","Maths_Sociology"
"containment strategy","satisfy","citizens","2020","Maths_Sociology"
"containment strategies","shorten","outbreak","2020","Maths_Sociology"
"causal","lead","pandemic","2020","Maths_Sociology"
"contact","use","coronavirus disease 2019","2020","Maths_Sociology"
"progression","observe","RESULTS","2020","Maths_Sociology"
"number","follow","piecewise","2020","Maths_Sociology"
"effects","use","estimate","2020","Maths_Sociology"
"COVID","contain","February 2020","2020","Maths_Sociology"
"measures","steer","pandemic","2020","Maths_Sociology"
"number","increase","countries","2020","Maths_Sociology"
"Hong Kong","outbreak of","caseloads","2020","Maths_Sociology"
"number","infect","spring","2020","Maths_Sociology"
"Diamond Princess cruise","imply","serial interval","2020","Maths_Sociology"
"para evaluar","las","variables","2020","Maths_Sociology"
"virus","spread","trend","2020","Maths_Sociology"
"period","suggest","decline","2020","Maths_Sociology"
"declarations","reduce","foot traffic","2020","Maths_Sociology"
"SIR model","calibrate","Italy","2020","Maths_Sociology"
"mechanism","remain","largely unclear","2020","Maths_Sociology"
"source","trace","algorithm","2020","Maths_Sociology"
"Boltzmann function","apply","simulation","2020","Maths_Sociology"
"models","provide","predictions","2020","Maths_Sociology"
"COVID","gradually wane","April 2020","2020","Maths_Sociology"
"strict quarantine measures","undertake","city","2020","Maths_Sociology"
"model","calibrate","outbreak","2020","Maths_Sociology"
"policies","control more efficiently","spread","2020","Maths_Sociology"
"projection","take","government","2020","Maths_Sociology"
"cases","use","countries","2020","Maths_Sociology"
"al menos","que","las noticias","2020","Maths_Sociology"
"Method","use","model fit","2020","Maths_Sociology"
"measures","implement","emergency","2020","Maths_Sociology"
"model","apply","countries","2020","Maths_Sociology"
"categorical variables","present","proportions","2020","Maths_Sociology"
"Problems","accurate report of","statistics","2020","Maths_Sociology"
"travel restrictions","adopt","authorities","2020","Maths_Sociology"
"traffic blockage","base","migration","2020","Maths_Sociology"
"infected cases","predict","course","2020","Maths_Sociology"
"South Korea","make as early","limited data","2020","Maths_Sociology"
"departement","use","information","2020","Maths_Sociology"
"media","daily number of","parameterization","2020","Maths_Sociology"
"outbreak","make","world","2020","Maths_Sociology"
"Methods","update","epidemiological data","2020","Maths_Sociology"
"model parameters","fit","January 22","2020","Maths_Sociology"
"protective measures","take","population","2020","Maths_Sociology"
"government","not impose","social distancing restrictions","2020","Maths_Sociology"
"basic reproduction number","calculate","model","2020","Maths_Sociology"
"disease transmission","fit","models","2020","Maths_Sociology"
"epidemic curve","consider","medication","2020","Maths_Sociology"
"data","report","CCDC","2020","Maths_Sociology"
"public opinion","obtain","microblog","2020","Maths_Sociology"
"social distancing interventions","last","weeks","2020","Maths_Sociology"
"rate","fit","days","2020","Maths_Sociology"
"epidemic models","characterize","basic reproduction number","2020","Maths_Sociology"
"analysis","use","estimate","2020","Maths_Sociology"
"estimations","obtain","month","2020","Maths_Sociology"
"policy interventions","at shorten","duration","2020","Maths_Sociology"
"provinces","not show","exponential phase","2020","Maths_Sociology"
"public data set","die","COVID","2020","Maths_Sociology"
"epidemic situation","decrease","control strategies","2020","Maths_Sociology"
"epidemic curves","produce","models","2020","Maths_Sociology"
"Background","raise","crisis","2020","Maths_Sociology"
"celle","dans","analyse","2020","Maths_Sociology"
"doubling time","analyze","Chinese province","2020","Maths_Sociology"
"cases","have","occurrence","2020","Maths_Sociology"
"active cases","give","additional information","2020","Maths_Sociology"
"cases","identify","mainland China","2020","Maths_Sociology"
"confirmed cases","fell","zero","2020","Maths_Sociology"
"social isolation","explicitly take","into account","2020","Maths_Sociology"
"Spatial distribution","indicate","Gansu Province","2020","Maths_Sociology"
"study","determine","prediction","2020","Maths_Sociology"
"deaths","occur","June","2020","Maths_Sociology"
"COVID","openly access","national health authorities","2020","Maths_Sociology"
"lockdown measures","effectively reduce","infection rate","2020","Maths_Sociology"
"Methods","report","data","2020","Maths_Sociology"
"doubling rate","define","number","2020","Maths_Sociology"
"theoretic framework","involve","states","2020","Maths_Sociology"
"model","reveal","growth rate","2020","Maths_Sociology"
"model","integrate","intercity travel","2020","Maths_Sociology"
"panel data","set","countries","2020","Maths_Sociology"
"search engine","forecast","pneumonia","2020","Maths_Sociology"
"back propagation","estimate","number","2020","Maths_Sociology"
"parameters","govern","course","2020","Maths_Sociology"
"future","keep","value","2020","Maths_Sociology"
"article","compare","indices","2020","Maths_Sociology"
"dynamics","spread","coming weeks","2020","Maths_Sociology"
"number","export","country","2020","Maths_Sociology"
"paper","focus","China","2020","Maths_Sociology"
"repeated cross sectional","conduct","waves","2020","Maths_Sociology"
"based approach","combine","sources","2020","Maths_Sociology"
"cases","report","January","2020","Maths_Sociology"
"phenomenological models","validate","previous outbreaks","2020","Maths_Sociology"
"curves","provide","valuable information","2020","Maths_Sociology"
"trajectory","characterize","faster","2020","Maths_Sociology"
"number","rapidly increase","worldwide","2020","Maths_Sociology"
"societal","contribute","infection control","2020","Maths_Sociology"
"cases","dynamically show","evolution","2020","Maths_Sociology"
"country","report","case","2020","Maths_Sociology"
"model","not stratify","countries","2020","Maths_Sociology"
"driven approach","use","global information","2020","Maths_Sociology"
"countries","base","mortality data","2020","Maths_Sociology"
"epidemics","depend","suspected cases","2020","Maths_Sociology"
"coronavirus","designate","COVID","2020","Maths_Sociology"
"confirmed cases","record","China","2020","Maths_Sociology"
"volatility","significantly affect","dispersion","2020","Maths_Sociology"
"metapopulation model","apply","resolution","2020","Maths_Sociology"
"cases","originate","Wuhan","2020","Maths_Sociology"
"saturation","describe","trend","2020","Maths_Sociology"
"countries","base","March","2020","Maths_Sociology"
"parameters","obtain","statistical data","2020","Maths_Sociology"
"voters","change","views","2020","Maths_Sociology"
"estimates","base","model","2020","Maths_Sociology"
"epidemic curves","construct","diagnosis","2020","Maths_Sociology"
"sensitivity analyses","include","countries","2020","Maths_Sociology"
"model","place","peak","2020","Maths_Sociology"
"variation","restart","CHANCE","2020","Maths_Sociology"
"Chinese cities","receive","infected travelers","2020","Maths_Sociology"
"narratives","shape","trajectory","2020","Maths_Sociology"
"policies","work better","entrepreneurs","2020","Maths_Sociology"
"participants","complete","questionnaire","2020","Maths_Sociology"
"Brazil","continue see","increase","2020","Maths_Sociology"
"policy","substitute","containment policies","2020","Maths_Sociology"
"governments","contain","virus","2020","Maths_Sociology"
"confirmed cases","report","Wuhan","2020","Maths_Sociology"
"extent","do","city closure","2020","Maths_Sociology"
"test results","obtain","date","2020","Maths_Sociology"
"Abstract Background","know","COVID","2020","Maths_Sociology"
"basic reproductive number","use","reported cases","2020","Maths_Sociology"
"social contact","obtain","surveys","2020","Maths_Sociology"
"policies","reduce","contagion","2020","Maths_Sociology"
"models","fee","citizen","2020","Maths_Sociology"
"regions","spread of","coronavirus","2020","Maths_Sociology"
"logistic model","evaluate","case incidence","2020","Maths_Sociology"
"countries","worldwide base","data","2020","Maths_Sociology"
"model","estimate","size","2020","Maths_Sociology"
"Regression analysis","apply","predictor","2020","Maths_Sociology"
"COVID","spread","Germany","2020","Maths_Sociology"
"cases","miss","China","2020","Maths_Sociology"
"Observation model","account","deaths","2020","Maths_Sociology"
"Observation model","account","reporting","2020","Maths_Sociology"
"quantity","estimate","data","2020","Maths_Sociology"
"generation","infect","generation","2020","Maths_Sociology"
"jurisdictions","experience","epidemics","2020","Maths_Sociology"
"number","base","doubling time","2020","Maths_Sociology"
"confirmed cases","range","January","2020","Maths_Sociology"
"paper","give","suggestions","2020","Maths_Sociology"
"SEIR models","decrease","lockdown","2020","Maths_Sociology"
"Materials","base","scale","2020","Maths_Sociology"
"cases","not have actual number of","times","2020","Maths_Sociology"
"Implementation science","make","difference","2020","Maths_Sociology"
"modifiers","use","SIR model","2020","Maths_Sociology"
"endpoint","predict on","july","2020","Maths_Sociology"
"ground truth","train","models","2020","Maths_Sociology"
"scenarios","spread","cities","2020","Maths_Sociology"
"India","covid outbreak of","epidemic growth","2020","Maths_Sociology"
"models","predict","exponential spread","2020","Maths_Sociology"
"shifts","reduce","cases","2020","Maths_Sociology"
"model","mischaracterizes","patterns","2020","Maths_Sociology"
"control law","keep","infected individuals","2020","Maths_Sociology"
"simulation model","guide","policy decisions","2020","Maths_Sociology"
"deterministic model","partition","population","2020","Maths_Sociology"
"Data","collect","reporting","2020","Maths_Sociology"
"challenges","pertain","adoption","2020","Maths_Sociology"
"forecasts","exaggerate","number","2020","Maths_Sociology"
"epidemic evolution","take","into account","2020","Maths_Sociology"
"work","modify","Agent","2020","Maths_Sociology"
"policies","institute","Japanese government","2020","Maths_Sociology"
"multivariate models","repeat","adjustment","2020","Maths_Sociology"
"data","begin","reported cases","2020","Maths_Sociology"
"cases","not detect","January 22","2020","Maths_Sociology"
"estimate","base","mortality","2020","Maths_Sociology"
"factors","know","influence","2020","Maths_Sociology"
"estimates","help inform","response","2020","Maths_Sociology"
"interventions","not place","scenario","2020","Maths_Sociology"
"epidemic peak","reach","January","2020","Maths_Sociology"
"Interpretation","allow","early prediction","2020","Maths_Sociology"
"Austria","base","scenarios","2020","Maths_Sociology"
"daily cases","reduce","March","2020","Maths_Sociology"
"countries","base","statistics","2020","Maths_Sociology"
"forecasting","do","Senegal","2020","Maths_Sociology"
"degree polynomial","utilize","dataset","2020","Maths_Sociology"
"populations","present","work","2020","Maths_Sociology"
"estimates","extract for","countries","2020","Maths_Sociology"
"numerical simulations","analyze","dynamics","2020","Maths_Sociology"
"cases","spread","scenarios","2020","Maths_Sociology"
"containment","postpone","epidemic duration","2020","Maths_Sociology"
"periods","comparatively analyze","determine","2020","Maths_Sociology"
