head,relation,tail
角色_杰西卡·德鲁,relation_拥有,能力_极强的灵活性
角色_杰西卡·德鲁,rdfsyntaxnstype,角色
能力_极强的灵活性,rdfsyntaxnstype,能力
角色_杰西卡·德鲁,relation_拥有,能力_完美的平衡感
角色_杰西卡·德鲁,rdfsyntaxnstype,角色
能力_完美的平衡感,rdfsyntaxnstype,能力
角色_金刚狼,relation_出现,作品_《不可思议的绿巨人》
角色_金刚狼,rdfsyntaxnstype,角色
作品_《不可思议的绿巨人》,rdfsyntaxnstype,作品
角色_凯伦,relation_朋友,角色_托尼·斯塔克
角色_凯伦,rdfsyntaxnstype,角色
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_凯伦,relation_朋友,角色_彼得·帕克
角色_凯伦,rdfsyntaxnstype,角色
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_凯伦,relation_出现,作品_《蜘蛛侠：英雄归来》
角色_凯伦,rdfsyntaxnstype,角色
作品_《蜘蛛侠：英雄归来》,rdfsyntaxnstype,作品
角色_凯茜·朗恩,relation_出现,作品_《蚁人》
角色_凯茜·朗恩,rdfsyntaxnstype,角色
作品_《蚁人》,rdfsyntaxnstype,作品
演员_艾比·莱德·福特森,relation_饰演,角色_凯茜·朗恩
演员_艾比·莱德·福特森,rdfsyntaxnstype,演员
角色_凯茜·朗恩,rdfsyntaxnstype,角色
角色_凯茜·朗恩,relation_出现,作品_《蚁人》
角色_凯茜·朗恩,rdfsyntaxnstype,角色
作品_《蚁人》,rdfsyntaxnstype,作品
角色_凯茜·朗恩,relation_出现,作品_《蚁人2：黄蜂女现身》
角色_凯茜·朗恩,rdfsyntaxnstype,角色
作品_《蚁人2：黄蜂女现身》,rdfsyntaxnstype,作品
角色_克林特·巴顿,relation_代号,称号_鹰眼
角色_克林特·巴顿,rdfsyntaxnstype,角色
称号_鹰眼,rdfsyntaxnstype,称号
角色_克林特·巴顿,relation_师从,角色_剑客
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_剑客,rdfsyntaxnstype,角色
角色_克林特·巴顿,relation_师从,角色_捷射
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_捷射,rdfsyntaxnstype,角色
角色_克林特·巴顿,relation_代号,称号_鹰眼
角色_克林特·巴顿,rdfsyntaxnstype,角色
称号_鹰眼,rdfsyntaxnstype,称号
角色_克林特·巴顿,relation_代号,称号_世界最佳狙击手
角色_克林特·巴顿,rdfsyntaxnstype,角色
称号_世界最佳狙击手,rdfsyntaxnstype,称号
角色_克林特·巴顿,relation_属于,团队_复仇者联盟
角色_克林特·巴顿,rdfsyntaxnstype,角色
团队_复仇者联盟,rdfsyntaxnstype,团队
角色_克林特·巴顿,relation_兄弟姐妹,角色_查尔斯·巴顿
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_查尔斯·巴顿,rdfsyntaxnstype,角色
角色_克林特·巴顿,relation_后代,角色_哈罗德·巴顿
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_哈罗德·巴顿,rdfsyntaxnstype,角色
角色_克林特·巴顿,relation_后代,角色_伊迪丝·巴顿
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_伊迪丝·巴顿,rdfsyntaxnstype,角色
角色_哈罗德·巴顿,relation_配偶,角色_伊迪丝·巴顿
角色_哈罗德·巴顿,rdfsyntaxnstype,角色
角色_伊迪丝·巴顿,rdfsyntaxnstype,角色
角色_查尔斯·巴顿,relation_后代,角色_哈罗德·巴顿
角色_查尔斯·巴顿,rdfsyntaxnstype,角色
角色_哈罗德·巴顿,rdfsyntaxnstype,角色
角色_查尔斯·巴顿,relation_后代,角色_伊迪丝·巴顿
角色_查尔斯·巴顿,rdfsyntaxnstype,角色
角色_伊迪丝·巴顿,rdfsyntaxnstype,角色
角色_克林特·巴顿,relation_爱上,角色_娜塔莉娅·罗曼诺夫
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_娜塔莉娅·罗曼诺夫,rdfsyntaxnstype,角色
角色_克林特·巴顿,relation_朋友,角色_贾维斯
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_贾维斯,rdfsyntaxnstype,角色
角色_克林特·巴顿,relation_属于,团队_复仇者联盟
角色_克林特·巴顿,rdfsyntaxnstype,角色
团队_复仇者联盟,rdfsyntaxnstype,团队
角色_克林特·巴顿,relation_朋友,角色_汪达·马克希莫夫
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_汪达·马克希莫夫,rdfsyntaxnstype,角色
角色_克林特·巴顿,relation_朋友,角色_皮特洛·马克希莫夫
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_皮特洛·马克希莫夫,rdfsyntaxnstype,角色
角色_Krovac,relation_对抗,团队_复仇者联盟
角色_Krovac,rdfsyntaxnstype,角色
团队_复仇者联盟,rdfsyntaxnstype,团队
角色_克林特·巴顿,relation_属于,团队_复仇者联盟
角色_克林特·巴顿,rdfsyntaxnstype,角色
团队_复仇者联盟,rdfsyntaxnstype,团队
角色_克林特·巴顿,relation_爱上,角色_汪达·马克希莫夫
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_汪达·马克希莫夫,rdfsyntaxnstype,角色
角色_汉克·皮姆,relation_制造,装备_巨大化药剂
角色_汉克·皮姆,rdfsyntaxnstype,角色
装备_巨大化药剂,rdfsyntaxnstype,装备
角色_克林特·巴顿,relation_代号,称号_歌利亚
角色_克林特·巴顿,rdfsyntaxnstype,角色
称号_歌利亚,rdfsyntaxnstype,称号
角色_克林特·巴顿,relation_朋友,角色_双枪小子
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_双枪小子,rdfsyntaxnstype,角色
角色_克林特·巴顿,relation_对抗,角色_马特·梅铎
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_马特·梅铎,rdfsyntaxnstype,角色
角色_娜塔莉娅·罗曼诺夫,relation_爱上,角色_马特·梅铎
角色_娜塔莉娅·罗曼诺夫,rdfsyntaxnstype,角色
角色_马特·梅铎,rdfsyntaxnstype,角色
角色_奇异博士,relation_领导,团队_捍卫者联盟
角色_奇异博士,rdfsyntaxnstype,角色
团队_捍卫者联盟,rdfsyntaxnstype,团队
角色_克林特·巴顿,relation_属于,团队_捍卫者联盟
角色_克林特·巴顿,rdfsyntaxnstype,角色
团队_捍卫者联盟,rdfsyntaxnstype,团队
角色_克林特·巴顿,relation_属于,机构_克罗斯科技
角色_克林特·巴顿,rdfsyntaxnstype,角色
机构_克罗斯科技,rdfsyntaxnstype,机构
角色_克林特·巴顿,relation_从事,职业_安全主管
角色_克林特·巴顿,rdfsyntaxnstype,角色
职业_安全主管,rdfsyntaxnstype,职业
角色_克林特·巴顿,relation_爱上,角色_芭芭拉·莫尔斯
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_芭芭拉·莫尔斯,rdfsyntaxnstype,角色
角色_芭芭拉·莫尔斯,relation_属于,机构_神盾局
角色_芭芭拉·莫尔斯,rdfsyntaxnstype,角色
机构_神盾局,rdfsyntaxnstype,机构
角色_芭芭拉·莫尔斯,relation_代号,称号_仿声鸟
角色_芭芭拉·莫尔斯,rdfsyntaxnstype,角色
称号_仿声鸟,rdfsyntaxnstype,称号
角色_芭芭拉·莫尔斯,relation_对抗,角色_梅菲斯特
角色_芭芭拉·莫尔斯,rdfsyntaxnstype,角色
角色_梅菲斯特,rdfsyntaxnstype,角色
角色_克林特·巴顿,relation_对抗,角色_梅菲斯特
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_梅菲斯特,rdfsyntaxnstype,角色
角色_泽莫男爵,relation_领导,团队_雷霆特攻队
角色_泽莫男爵,rdfsyntaxnstype,角色
团队_雷霆特攻队,rdfsyntaxnstype,团队
角色_克林特·巴顿,relation_爱上,角色_月光石
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_月光石,rdfsyntaxnstype,角色
角色_克林特·巴顿,relation_爱上,角色_珍妮特·范·达因
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_珍妮特·范·达因,rdfsyntaxnstype,角色
角色_克林特·巴顿,relation_持有,装备_双节棍和武士刀之类的近战兵器
角色_克林特·巴顿,rdfsyntaxnstype,角色
装备_双节棍和武士刀之类的近战兵器,rdfsyntaxnstype,装备
角色_克林特·巴顿,relation_朋友,角色_史蒂文·罗杰斯
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_克林特·巴顿,relation_爱上,角色_杰西卡·德鲁
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_杰西卡·德鲁,rdfsyntaxnstype,角色
角色_杰西卡·德鲁,relation_代号,称号_蜘蛛女侠
角色_杰西卡·德鲁,rdfsyntaxnstype,角色
称号_蜘蛛女侠,rdfsyntaxnstype,称号
演员_大卫·达斯马齐恩,relation_饰演,角色_寇特
演员_大卫·达斯马齐恩,rdfsyntaxnstype,演员
角色_寇特,rdfsyntaxnstype,角色
角色_寇特,relation_拥有,能力_擅长电脑入侵
角色_寇特,rdfsyntaxnstype,角色
能力_擅长电脑入侵,rdfsyntaxnstype,能力
角色_拉玛达,relation_来自,地点_瓦坎达
角色_拉玛达,rdfsyntaxnstype,角色
地点_瓦坎达,rdfsyntaxnstype,地点
角色_拉玛达,relation_收养,角色_特查拉
角色_拉玛达,rdfsyntaxnstype,角色
角色_特查拉,rdfsyntaxnstype,角色
角色_特查拉,relation_代号,称号_黑豹
角色_特查拉,rdfsyntaxnstype,角色
称号_黑豹,rdfsyntaxnstype,称号
角色_拉玛达,relation_出现,作品_《黑豹》
角色_拉玛达,rdfsyntaxnstype,角色
作品_《黑豹》,rdfsyntaxnstype,作品
演员_安琪拉·贝瑟,relation_饰演,角色_拉玛达
演员_安琪拉·贝瑟,rdfsyntaxnstype,演员
角色_拉玛达,rdfsyntaxnstype,角色
角色_猎鹰,relation_出现,作品_《美国队长》117期
角色_猎鹰,rdfsyntaxnstype,角色
作品_《美国队长》117期,rdfsyntaxnstype,作品
角色_绿巨人,relation_朋友,角色_吉姆·威尔逊
角色_绿巨人,rdfsyntaxnstype,角色
角色_吉姆·威尔逊,rdfsyntaxnstype,角色
角色_红骷髅,relation_持有,装备_宇宙魔方
角色_红骷髅,rdfsyntaxnstype,角色
装备_宇宙魔方,rdfsyntaxnstype,装备
角色_猎鹰,relation_拥有,能力_鸟类沟通
角色_猎鹰,rdfsyntaxnstype,角色
能力_鸟类沟通,rdfsyntaxnstype,能力
角色_猎鹰,relation_朋友,角色_史蒂文·罗杰斯
角色_猎鹰,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_猎鹰,relation_属于,团队_复仇者联盟
角色_猎鹰,rdfsyntaxnstype,角色
团队_复仇者联盟,rdfsyntaxnstype,团队
角色_猎鹰,relation_持有,装备_高科技金属翅膀
角色_猎鹰,rdfsyntaxnstype,角色
装备_高科技金属翅膀,rdfsyntaxnstype,装备
角色_猎鹰,relation_持有,装备_可拆卸机翼
角色_猎鹰,rdfsyntaxnstype,角色
装备_可拆卸机翼,rdfsyntaxnstype,装备
角色_猎鹰,relation_持有,装备_振金圆盾
角色_猎鹰,rdfsyntaxnstype,角色
装备_振金圆盾,rdfsyntaxnstype,装备
角色_猎鹰,relation_拥有,能力_访问鸟的记忆
角色_猎鹰,rdfsyntaxnstype,角色
能力_访问鸟的记忆,rdfsyntaxnstype,能力
角色_猎鹰,relation_拥有,能力_在受伤、被制伏时唤来鸟群好逃生或反击
角色_猎鹰,rdfsyntaxnstype,角色
能力_在受伤、被制伏时唤来鸟群好逃生或反击,rdfsyntaxnstype,能力
角色_猎鹰,relation_从事,职业_优秀的武术家和运动好手
角色_猎鹰,rdfsyntaxnstype,角色
职业_优秀的武术家和运动好手,rdfsyntaxnstype,职业
角色_猎鹰,relation_拥有,能力_空战技能最顶尖
角色_猎鹰,rdfsyntaxnstype,角色
能力_空战技能最顶尖,rdfsyntaxnstype,能力
演员_安东尼·麦凯,relation_饰演,角色_猎鹰
演员_安东尼·麦凯,rdfsyntaxnstype,演员
角色_猎鹰,rdfsyntaxnstype,角色
角色_猎鹰,relation_出现,作品_《美国队长2》
角色_猎鹰,rdfsyntaxnstype,角色
作品_《美国队长2》,rdfsyntaxnstype,作品
角色_猎鹰,relation_出现,作品_《复仇者联盟2：奥创纪元》
角色_猎鹰,rdfsyntaxnstype,角色
作品_《复仇者联盟2：奥创纪元》,rdfsyntaxnstype,作品
角色_猎鹰,relation_出现,作品_《蚁人》
角色_猎鹰,rdfsyntaxnstype,角色
作品_《蚁人》,rdfsyntaxnstype,作品
角色_猎鹰,relation_出现,作品_《美国队长3：内战》
角色_猎鹰,rdfsyntaxnstype,角色
作品_《美国队长3：内战》,rdfsyntaxnstype,作品
演员_麦可·潘纳,relation_饰演,角色_路易斯
演员_麦可·潘纳,rdfsyntaxnstype,演员
角色_路易斯,rdfsyntaxnstype,角色
角色_路易斯,relation_出现,作品_《蚁人》
角色_路易斯,rdfsyntaxnstype,角色
作品_《蚁人》,rdfsyntaxnstype,作品
角色_罗素·柯林斯,relation_出现,作品_《死侍2》
角色_罗素·柯林斯,rdfsyntaxnstype,角色
作品_《死侍2》,rdfsyntaxnstype,作品
演员_朱利安·丹尼森,relation_饰演,角色_罗素·柯林斯
演员_朱利安·丹尼森,rdfsyntaxnstype,演员
角色_罗素·柯林斯,rdfsyntaxnstype,角色
角色_罗素·柯林斯,relation_属于,物种_变种人
角色_罗素·柯林斯,rdfsyntaxnstype,角色
物种_变种人,rdfsyntaxnstype,物种
角色_韦德·威尔逊,relation_朋友,角色_罗素·柯林斯
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_罗素·柯林斯,rdfsyntaxnstype,角色
角色_洛基,relation_兄弟姐妹,角色_托尔·奥丁森
角色_洛基,rdfsyntaxnstype,角色
角色_托尔·奥丁森,rdfsyntaxnstype,角色
角色_洛基,relation_影射,原型_神明洛基
角色_洛基,rdfsyntaxnstype,角色
原型_神明洛基,rdfsyntaxnstype,原型
角色_洛基,relation_出现,作品_《维那斯》
角色_洛基,rdfsyntaxnstype,角色
作品_《维那斯》,rdfsyntaxnstype,作品
角色_美国密探,relation_对抗,角色_史蒂文·罗杰斯
角色_美国密探,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_美国密探,relation_从事,职业_特工
角色_美国密探,rdfsyntaxnstype,角色
职业_特工,rdfsyntaxnstype,职业
角色_万磁王,relation_朋友,角色_X教授
角色_万磁王,rdfsyntaxnstype,角色
角色_X教授,rdfsyntaxnstype,角色
角色_尼克·弗瑞,relation_朋友,角色_菲尔·科尔森
角色_尼克·弗瑞,rdfsyntaxnstype,角色
角色_菲尔·科尔森,rdfsyntaxnstype,角色
角色_彼得·帕克,relation_对抗,角色_菲丽西娅·哈代
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_菲丽西娅·哈代,rdfsyntaxnstype,角色
角色_皮特洛·马克希莫夫,relation_兄弟姐妹,角色_汪达·马克希莫夫
角色_皮特洛·马克希莫夫,rdfsyntaxnstype,角色
角色_汪达·马克希莫夫,rdfsyntaxnstype,角色
角色_洛基,relation_朋友,角色_汪达·马克希莫夫
角色_洛基,rdfsyntaxnstype,角色
角色_汪达·马克希莫夫,rdfsyntaxnstype,角色
角色_汪达·马克希莫夫,relation_朋友,角色_奥创
角色_汪达·马克希莫夫,rdfsyntaxnstype,角色
角色_奥创,rdfsyntaxnstype,角色
角色_奥创,relation_对抗,角色_汪达·马克希莫夫
角色_奥创,rdfsyntaxnstype,角色
角色_汪达·马克希莫夫,rdfsyntaxnstype,角色
角色_幻视,relation_配偶,角色_汪达·马克希莫夫
角色_幻视,rdfsyntaxnstype,角色
角色_汪达·马克希莫夫,rdfsyntaxnstype,角色
角色_恩巴库,relation_对抗,角色_特查拉
角色_恩巴库,rdfsyntaxnstype,角色
角色_特查拉,rdfsyntaxnstype,角色
角色_洛珊,relation_配偶,角色_强尼·布雷泽
角色_洛珊,rdfsyntaxnstype,角色
角色_强尼·布雷泽,rdfsyntaxnstype,角色
角色_彼得·帕克,relation_共生,角色_毒液
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_毒液,rdfsyntaxnstype,角色
角色_闪电·汤姆森,relation_共生,角色_毒液
角色_闪电·汤姆森,rdfsyntaxnstype,角色
角色_毒液,rdfsyntaxnstype,角色
角色_埃迪·布洛克,relation_共生,角色_毒液
角色_埃迪·布洛克,rdfsyntaxnstype,角色
角色_毒液,rdfsyntaxnstype,角色
角色_食罪者,relation_朋友,角色_埃迪·布洛克
角色_食罪者,rdfsyntaxnstype,角色
角色_埃迪·布洛克,rdfsyntaxnstype,角色
角色_食罪者,relation_对抗,角色_彼得·帕克
角色_食罪者,rdfsyntaxnstype,角色
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_彼得·帕克,relation_对抗,角色_埃迪·布洛克
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_埃迪·布洛克,rdfsyntaxnstype,角色
角色_神奇先生,relation_朋友,角色_彼得·帕克
角色_神奇先生,rdfsyntaxnstype,角色
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_麦克·加根,relation_共生,角色_毒液
角色_麦克·加根,rdfsyntaxnstype,角色
角色_毒液,rdfsyntaxnstype,角色
角色_闪电·汤姆森,relation_朋友,角色_彼得·帕克
角色_闪电·汤姆森,rdfsyntaxnstype,角色
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_浣熊,relation_共生,角色_毒液
角色_浣熊,rdfsyntaxnstype,角色
角色_毒液,rdfsyntaxnstype,角色
角色_格鲁特,relation_共生,角色_毒液
角色_格鲁特,rdfsyntaxnstype,角色
角色_毒液,rdfsyntaxnstype,角色
角色_毁灭者德克斯,relation_共生,角色_毒液
角色_毁灭者德克斯,rdfsyntaxnstype,角色
角色_毒液,rdfsyntaxnstype,角色
角色_贾盈,relation_配偶,角色_卡尔文·扎博
角色_贾盈,rdfsyntaxnstype,角色
角色_卡尔文·扎博,rdfsyntaxnstype,角色
角色_菲尔·科尔森,relation_朋友,角色_黛西·约翰逊
角色_菲尔·科尔森,rdfsyntaxnstype,角色
角色_黛西·约翰逊,rdfsyntaxnstype,角色
角色_史考特,relation_朋友,角色_戴夫
角色_史考特,rdfsyntaxnstype,角色
角色_戴夫,rdfsyntaxnstype,角色
角色_路易斯,relation_朋友,角色_戴夫
角色_路易斯,rdfsyntaxnstype,角色
角色_戴夫,rdfsyntaxnstype,角色
角色_寇特,relation_朋友,角色_戴夫
角色_寇特,rdfsyntaxnstype,角色
角色_戴夫,rdfsyntaxnstype,角色
角色_海拉,relation_对抗,角色_布伦希尔德
角色_海拉,rdfsyntaxnstype,角色
角色_布伦希尔德,rdfsyntaxnstype,角色
角色_托尔·奥丁森,relation_朋友,角色_布伦希尔德
角色_托尔·奥丁森,rdfsyntaxnstype,角色
角色_布伦希尔德,rdfsyntaxnstype,角色
角色_詹米·布拉多克,relation_兄弟姐妹,角色_布莱恩·布拉多克
角色_詹米·布拉多克,rdfsyntaxnstype,角色
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
角色_伊丽莎白·布拉多克,relation_兄弟姐妹,角色_布莱恩·布拉多克
角色_伊丽莎白·布拉多克,rdfsyntaxnstype,角色
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
角色_彼得·帕克,relation_朋友,角色_布莱恩·布拉多克
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
角色_黑骑士,relation_朋友,角色_布莱恩·布拉多克
角色_黑骑士,rdfsyntaxnstype,角色
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
角色_冥府神,relation_对抗,角色_布莱恩·布拉多克
角色_冥府神,rdfsyntaxnstype,角色
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
角色_贝茜·布拉多克,relation_兄弟姐妹,角色_布莱恩·布拉多克
角色_贝茜·布拉多克,rdfsyntaxnstype,角色
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
角色_梅甘,relation_朋友,角色_布莱恩·布拉多克
角色_梅甘,rdfsyntaxnstype,角色
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
角色_夜行者,relation_朋友,角色_布莱恩·布拉多克
角色_夜行者,rdfsyntaxnstype,角色
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
角色_凤凰,relation_朋友,角色_布莱恩·布拉多克
角色_凤凰,rdfsyntaxnstype,角色
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
角色_幻影猫,relation_朋友,角色_布莱恩·布拉多克
角色_幻影猫,rdfsyntaxnstype,角色
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
角色_梅甘,relation_配偶,角色_布莱恩·布拉多克
角色_梅甘,rdfsyntaxnstype,角色
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
角色_伊丽莎白·布拉多克,relation_配偶,角色_詹姆斯·布拉多克
角色_伊丽莎白·布拉多克,rdfsyntaxnstype,角色
角色_詹姆斯·布拉多克,rdfsyntaxnstype,角色
角色_智多星,relation_对抗,角色_布莱恩·布拉多克
角色_智多星,rdfsyntaxnstype,角色
角色_布莱恩·布拉多克,rdfsyntaxnstype,角色
角色_伊万·凡科,relation_对抗,角色_托尼·斯塔克
角色_伊万·凡科,rdfsyntaxnstype,角色
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_彼得·帕克,relation_朋友,角色_托尼·斯塔克
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_彼得·帕克,relation_朋友,角色_哈皮·霍根
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_哈皮·霍根,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,relation_对抗,角色_托尼·斯塔克
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,relation_对抗,角色_彼得·帕克
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_汉克·皮姆,relation_朋友,角色_比尔·佛斯特
角色_汉克·皮姆,rdfsyntaxnstype,角色
角色_比尔·佛斯特,rdfsyntaxnstype,角色
团队_复仇者联盟,relation_对抗,角色_奥创
团队_复仇者联盟,rdfsyntaxnstype,团队
角色_奥创,rdfsyntaxnstype,角色
角色_掠鸦凶刃,relation_配偶,角色_暗夜比邻星
角色_掠鸦凶刃,rdfsyntaxnstype,角色
角色_暗夜比邻星,rdfsyntaxnstype,角色
角色_玛利亚·斯塔克,relation_配偶,角色_霍华德·斯塔克
角色_玛利亚·斯塔克,rdfsyntaxnstype,角色
角色_霍华德·斯塔克,rdfsyntaxnstype,角色
角色_巴底亚·斯坦,relation_朋友,角色_托尼·斯塔克
角色_巴底亚·斯坦,rdfsyntaxnstype,角色
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_侯·殷森,relation_朋友,角色_托尼·斯塔克
角色_侯·殷森,rdfsyntaxnstype,角色
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_阿德里奇·基里安,relation_朋友,角色_托尼·斯塔克
角色_阿德里奇·基里安,rdfsyntaxnstype,角色
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_玛雅·汉森,relation_朋友,角色_托尼·斯塔克
角色_玛雅·汉森,rdfsyntaxnstype,角色
角色_托尼·斯塔克,rdfsyntaxnstype,角色
团队_恐怖组织,relation_对抗,角色_托尼·斯塔克
团队_恐怖组织,rdfsyntaxnstype,团队
角色_托尼·斯塔克,rdfsyntaxnstype,角色
团队_十戒帮,relation_对抗,角色_托尼·斯塔克
团队_十戒帮,rdfsyntaxnstype,团队
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_托尼·斯塔克,relation_朋友,角色_詹姆斯·罗德斯
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_詹姆斯·罗德斯,rdfsyntaxnstype,角色
角色_佩珀·波兹,relation_配偶,角色_托尼·斯塔克
角色_佩珀·波兹,rdfsyntaxnstype,角色
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_皮姆·汉克,relation_对抗,角色_艾娃·佛斯特
角色_皮姆·汉克,rdfsyntaxnstype,角色
角色_艾娃·佛斯特,rdfsyntaxnstype,角色
角色_特查拉,relation_对抗,角色_艾瑞克·齐尔蒙格
角色_特查拉,rdfsyntaxnstype,角色
角色_艾瑞克·齐尔蒙格,rdfsyntaxnstype,角色
角色_埃德温·贾维斯,relation_对抗,角色_奥创
角色_埃德温·贾维斯,rdfsyntaxnstype,角色
角色_奥创,rdfsyntaxnstype,角色
角色_埃德温·贾维斯,relation_朋友,角色_奥创
角色_埃德温·贾维斯,rdfsyntaxnstype,角色
角色_奥创,rdfsyntaxnstype,角色
角色_海德先生,relation_对抗,角色_埃德温·贾维斯
角色_海德先生,rdfsyntaxnstype,角色
角色_埃德温·贾维斯,rdfsyntaxnstype,角色
角色_赫尔穆特·泽莫,relation_对抗,角色_埃德温·贾维斯
角色_赫尔穆特·泽莫,rdfsyntaxnstype,角色
角色_埃德温·贾维斯,rdfsyntaxnstype,角色
角色_赫尔穆特·泽莫,relation_朋友,角色_海德先生
角色_赫尔穆特·泽莫,rdfsyntaxnstype,角色
角色_海德先生,rdfsyntaxnstype,角色
角色_海拉,relation_对抗,角色_洛基·劳菲森
角色_海拉,rdfsyntaxnstype,角色
角色_洛基·劳菲森,rdfsyntaxnstype,角色
角色_托尔·奥丁森,relation_朋友,角色_洛基·劳菲森
角色_托尔·奥丁森,rdfsyntaxnstype,角色
角色_洛基·劳菲森,rdfsyntaxnstype,角色
角色_浩克,relation_朋友,角色_洛基·劳菲森
角色_浩克,rdfsyntaxnstype,角色
角色_洛基·劳菲森,rdfsyntaxnstype,角色
角色_浩克,relation_朋友,角色_托尔·奥丁森
角色_浩克,rdfsyntaxnstype,角色
角色_托尔·奥丁森,rdfsyntaxnstype,角色
角色_萨诺斯,relation_对抗,角色_洛基·劳菲森
角色_萨诺斯,rdfsyntaxnstype,角色
角色_洛基·劳菲森,rdfsyntaxnstype,角色
角色_史考特·朗恩,relation_配偶,角色_玛姬
角色_史考特·朗恩,rdfsyntaxnstype,角色
角色_玛姬,rdfsyntaxnstype,角色
角色_托尼·斯塔克,relation_朋友,角色_玛利亚·希尔
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_玛利亚·希尔,rdfsyntaxnstype,角色
团队_雷霆特攻队,relation_对抗,角色_彼得·帕克
团队_雷霆特攻队,rdfsyntaxnstype,团队
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_尼克·弗瑞,relation_朋友,角色_彼得·帕克
角色_尼克·弗瑞,rdfsyntaxnstype,角色
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_玛利亚·希尔,relation_对抗,角色_控制者
角色_玛利亚·希尔,rdfsyntaxnstype,角色
角色_控制者,rdfsyntaxnstype,角色
角色_玛利亚·希尔,relation_朋友,角色_佩珀·波兹
角色_玛利亚·希尔,rdfsyntaxnstype,角色
角色_佩珀·波兹,rdfsyntaxnstype,角色
角色_安德鲁·加纳,relation_配偶,角色_梅琳达·梅
角色_安德鲁·加纳,rdfsyntaxnstype,角色
角色_梅琳达·梅,rdfsyntaxnstype,角色
角色_菲尔·科尔森,relation_朋友,角色_梅琳达·梅
角色_菲尔·科尔森,rdfsyntaxnstype,角色
角色_梅琳达·梅,rdfsyntaxnstype,角色
角色_安德鲁·加纳,relation_配偶,角色_梅琳达·梅
角色_安德鲁·加纳,rdfsyntaxnstype,角色
角色_梅琳达·梅,rdfsyntaxnstype,角色
角色_梅琳达·梅,relation_对抗,角色_卡尔·克里尔
角色_梅琳达·梅,rdfsyntaxnstype,角色
